t,id,x,y,r
9.71,9,-10.367,29.0677,0.187822
9.72,9,-10.3517,29.073,0.187822
9.73,9,-10.3364,29.078,0.187822
9.74,9,-10.3211,29.0828,0.187822
9.75,9,-10.3057,29.0872,0.187822
9.76,9,-10.2903,29.0913,0.187822
9.77,9,-10.2748,29.0951,0.187822
9.78,9,-10.2594,29.0986,0.187822
9.79,9,-10.2439,29.1019,0.187822
9.8,9,-10.2284,29.1048,0.187822
9.81,9,-10.2128,29.1075,0.187822
9.82,9,-10.1972,29.11,0.187822
9.83,9,-10.1816,29.1121,0.187822
9.84,9,-10.166,29.114,0.187822
9.85,9,-10.1503,29.1157,0.187822
9.86,9,-10.1347,29.1171,0.187822
9.87,9,-10.119,29.1182,0.187822
9.88,9,-10.1032,29.1192,0.187822
9.89,9,-10.0875,29.1199,0.187822
9.9,9,-10.0717,29.1203,0.187822
9.91,9,-10.0559,29.1206,0.187822
9.92,9,-10.0401,29.1206,0.187822
9.93,9,-10.0243,29.1204,0.187822
9.94,9,-10.0084,29.12,0.187822
9.95,9,-9.99252,29.1194,0.187822
9.96,9,-9.97662,29.1186,0.187822
9.97,9,-9.9607,29.1175,0.187822
9.98,9,-9.94476,29.1163,0.187822
9.99,9,-9.92881,29.1149,0.187822
10,9,-9.91283,29.1133,0.187822
10.01,9,-9.89684,29.1116,0.187822
10.02,9,-9.88083,29.1096,0.187822
10.03,9,-9.86481,29.1075,0.187822
10.04,9,-9.84877,29.1052,0.187822
10.05,9,-9.83271,29.1027,0.187822
10.06,9,-9.81663,29.1001,0.187822
10.07,9,-9.80055,29.0973,0.187822
10.08,9,-9.78444,29.0943,0.187822
10.09,9,-9.76832,29.0912,0.187822
10.1,9,-9.75219,29.0879,0.187822
10.11,9,-9.73604,29.0845,0.187822
10.12,9,-9.71988,29.081,0.187822
10.13,9,-9.70371,29.0772,0.187822
10.14,9,-9.68752,29.0734,0.187822
10.15,9,-9.67132,29.0694,0.187822
10.16,9,-9.65511,29.0653,0.187822
10.17,9,-9.63889,29.061,0.187822
10.18,9,-9.62265,29.0566,0.187822
10.19,9,-9.6064,29.0521,0.187822
10.2,9,-9.59014,29.0474,0.187822
10.21,9,-9.57387,29.0427,0.187822
10.22,9,-9.55759,29.0378,0.187822
10.23,9,-9.5413,29.0328,0.187822
10.24,9,-9.525,29.0276,0.187822
10.25,9,-9.50868,29.0224,0.187822
10.26,9,-9.49236,29.017,0.187822
10.27,9,-9.47603,29.0116,0.187822
10.28,9,-9.45969,29.006,0.187822
10.29,9,-9.44333,29.0003,0.187822
10.3,9,-9.42697,28.9945,0.187822
10.31,9,-9.41061,28.9886,0.187822
10.32,9,-9.39423,28.9827,0.187822
10.33,9,-9.37784,28.9766,0.187822
10.34,9,-9.36145,28.9704,0.187822
10.35,9,-9.34504,28.9641,0.187822
10.36,9,-9.32863,28.9578,0.187822
10.37,9,-9.31222,28.9513,0.187822
10.38,9,-9.29579,28.9448,0.187822
10.39,9,-9.27936,28.9382,0.187822
10.4,9,-9.26292,28.9315,0.187822
10.41,9,-9.24647,28.9247,0.187822
10.42,9,-9.23001,28.9178,0.187822
10.43,9,-9.21355,28.9108,0.187822
10.44,9,-9.19709,28.9038,0.187822
10.45,9,-9.18061,28.8967,0.187822
10.46,9,-9.16413,28.8895,0.187822
10.47,9,-9.14764,28.8823,0.187822
10.48,9,-9.13115,28.8749,0.187822
10.49,9,-9.11465,28.8675,0.187822
10.5,9,-9.09815,28.8601,0.187822
10.51,9,-9.08164,28.8525,0.187822
10.52,9,-9.06513,28.8449,0.187822
10.53,9,-9.04861,28.8372,0.187822
10.54,9,-9.03208,28.8295,0.187822
10.55,9,-9.01555,28.8217,0.187822
10.56,9,-8.99901,28.8138,0.187822
10.57,9,-8.98247,28.8059,0.187822
10.58,9,-8.96593,28.7979,0.187822
10.59,9,-8.94938,28.7899,0.187822
10.6,9,-8.93282,28.7818,0.187822
10.61,9,-8.91627,28.7737,0.187822
10.62,9,-8.8997,28.7655,0.187822
10.63,9,-8.88314,28.7572,0.187822
10.64,9,-8.86656,28.7489,0.187822
10.65,9,-8.84999,28.7405,0.187822
10.66,9,-8.83341,28.7321,0.187822
10.67,9,-8.81683,28.7236,0.187822
10.68,9,-8.80024,28.7151,0.187822
10.69,9,-8.78365,28.7066,0.187822
10.7,9,-8.76705,28.698,0.187822
10.71,9,-8.75046,28.6893,0.187822
10.72,9,-8.73386,28.6806,0.187822
10.73,9,-8.71725,28.6719,0.187822
10.74,9,-8.70064,28.6631,0.187822
10.75,9,-8.68403,28.6543,0.187822
10.76,9,-8.66742,28.6454,0.187822
10.77,9,-8.6508,28.6365,0.187822
10.78,9,-8.63418,28.6275,0.187822
10.79,9,-8.61756,28.6185,0.187822
10.8,9,-8.60093,28.6095,0.187822
10.81,9,-8.5843,28.6005,0.187822
10.82,9,-8.56767,28.5914,0.187822
10.83,9,-8.55104,28.5822,0.187822
10.84,9,-8.5344,28.573,0.187822
10.85,9,-8.51776,28.5638,0.187822
10.86,9,-8.50112,28.5546,0.187822
10.87,9,-8.48448,28.5453,0.187822
10.88,9,-8.46783,28.536,0.187822
10.89,9,-8.45118,28.5267,0.187822
10.9,9,-8.43453,28.5173,0.187822
10.91,9,-8.41788,28.5079,0.187822
10.92,9,-8.40123,28.4985,0.187822
10.93,9,-8.38457,28.489,0.187822
10.94,9,-8.36791,28.4795,0.187822
10.95,9,-8.35125,28.47,0.187822
10.96,9,-8.33459,28.4604,0.187822
10.97,9,-8.31792,28.4509,0.187822
10.98,9,-8.30126,28.4413,0.187822
10.99,9,-8.28459,28.4316,0.187822
11,9,-8.26792,28.422,0.187822
11.01,9,-8.25124,28.4123,0.187822
11.02,9,-8.23457,28.4026,0.187822
11.03,9,-8.2179,28.3929,0.187822
11.04,9,-8.20122,28.3831,0.187822
11.05,9,-8.18454,28.3733,0.187822
11.06,9,-8.16786,28.3635,0.187822
11.07,9,-8.15118,28.3537,0.187822
11.08,9,-8.1345,28.3439,0.187822
11.09,9,-8.11781,28.334,0.187822
11.1,9,-8.10113,28.3241,0.187822
11.11,9,-8.08444,28.3142,0.187822
11.12,9,-8.06775,28.3043,0.187822
11.13,9,-8.05106,28.2943,0.187822
11.14,9,-8.03437,28.2844,0.187822
11.15,9,-8.01768,28.2744,0.187822
11.16,9,-8.00099,28.2644,0.187822
11.17,9,-7.98429,28.2544,0.187822
11.18,9,-7.9676,28.2443,0.187822
11.19,9,-7.9509,28.2343,0.187822
11.2,9,-7.9342,28.2242,0.187822
11.21,9,-7.9175,28.2141,0.187822
11.22,9,-7.9008,28.204,0.187822
11.23,9,-7.8841,28.1939,0.187822
11.24,9,-7.8674,28.1837,0.187822
11.25,9,-7.8507,28.1736,0.187822
11.26,9,-7.83399,28.1634,0.187822
11.27,9,-7.81729,28.1532,0.187822
11.28,9,-7.80058,28.143,0.187822
11.29,9,-7.78388,28.1328,0.187822
11.3,9,-7.76717,28.1225,0.187822
11.31,9,-7.75046,28.1123,0.187822
11.32,9,-7.73375,28.102,0.187822
11.33,9,-7.71704,28.0918,0.187822
11.34,9,-7.70033,28.0815,0.187822
11.35,9,-7.68362,28.0712,0.187822
11.36,9,-7.66691,28.0609,0.187822
11.37,9,-7.6502,28.0505,0.187822
11.38,9,-7.63348,28.0402,0.187822
11.39,9,-7.61677,28.0298,0.187822
11.4,9,-7.60006,28.0195,0.187822
11.41,9,-7.58334,28.0091,0.187822
11.42,9,-7.56663,27.9987,0.187822
11.43,9,-7.54991,27.9883,0.187822
11.44,9,-7.53319,27.9779,0.187822
11.45,9,-7.51647,27.9675,0.187822
11.46,9,-7.49976,27.9571,0.187822
11.47,9,-7.48304,27.9467,0.187822
11.48,9,-7.46632,27.9362,0.187822
11.49,9,-7.4496,27.9258,0.187822
11.5,9,-7.43288,27.9153,0.187822
11.51,9,-7.41616,27.9048,0.187822
11.52,9,-7.39944,27.8943,0.187822
11.53,9,-7.38271,27.8838,0.187822
11.54,9,-7.36599,27.8733,0.187822
11.55,9,-7.34927,27.8628,0.187822
11.56,9,-7.33255,27.8523,0.187822
11.57,9,-7.31582,27.8418,0.187822
11.58,9,-7.2991,27.8312,0.187822
11.59,9,-7.28237,27.8207,0.187822
11.6,9,-7.26565,27.8101,0.187822
11.61,9,-7.24892,27.7996,0.187822
11.62,9,-7.2322,27.789,0.187822
11.63,9,-7.21547,27.7784,0.187822
11.64,9,-7.19874,27.7679,0.187822
11.65,9,-7.18202,27.7573,0.187822
11.66,9,-7.16529,27.7467,0.187822
11.67,9,-7.14856,27.7361,0.187822
11.68,9,-7.13184,27.7255,0.187822
11.69,9,-7.11511,27.7149,0.187822
11.7,9,-7.09838,27.7042,0.187822
11.71,9,-7.08165,27.6936,0.187822
11.72,9,-7.06492,27.683,0.187822
11.73,9,-7.04819,27.6723,0.187822
11.74,9,-7.03146,27.6617,0.187822
11.75,9,-7.01473,27.651,0.187822
11.76,9,-6.998,27.6404,0.187822
11.77,9,-6.98127,27.6297,0.187822
11.78,9,-6.96454,27.619,0.187822
11.79,9,-6.94781,27.6084,0.187822
11.8,9,-6.93108,27.5977,0.187822
11.81,9,-6.91435,27.587,0.187822
11.82,9,-6.89762,27.5763,0.187822
11.83,9,-6.88089,27.5656,0.187822
11.84,9,-6.86416,27.5549,0.187822
11.85,9,-6.84742,27.5442,0.187822
11.86,9,-6.83069,27.5335,0.187822
11.87,9,-6.81396,27.5228,0.187822
11.88,9,-6.79723,27.5121,0.187822
11.89,9,-6.78049,27.5013,0.187822
11.9,9,-6.76376,27.4906,0.187822
11.91,9,-6.74703,27.4799,0.187822
11.92,9,-6.73029,27.4691,0.187822
11.93,9,-6.71356,27.4584,0.187822
11.94,9,-6.69683,27.4477,0.187822
11.95,9,-6.68009,27.4369,0.187822
11.96,9,-6.66336,27.4261,0.187822
11.97,9,-6.64662,27.4154,0.187822
11.98,9,-6.62989,27.4046,0.187822
11.99,9,-6.61315,27.3939,0.187822
12,9,-6.59642,27.3831,0.187822
12.01,9,-6.57969,27.3723,0.187822
12.02,9,-6.56295,27.3616,0.187822
12.03,9,-6.54622,27.3508,0.187822
12.04,9,-6.52948,27.34,0.187822
12.05,9,-6.51274,27.3292,0.187822
12.06,9,-6.49601,27.3184,0.187822
12.07,9,-6.47927,27.3076,0.187822
12.08,9,-6.46254,27.2968,0.187822
12.09,9,-6.4458,27.286,0.187822
12.1,9,-6.42907,27.2753,0.187822
12.11,9,-6.41233,27.2644,0.187822
12.12,9,-6.39559,27.2536,0.187822
12.13,9,-6.37886,27.2428,0.187822
12.14,9,-6.36212,27.232,0.187822
12.15,9,-6.34539,27.2212,0.187822
12.16,9,-6.32865,27.2104,0.187822
12.17,9,-6.31191,27.1996,0.187822
12.18,9,-6.29518,27.1888,0.187822
12.19,9,-6.27844,27.1779,0.187822
12.2,9,-6.2617,27.1671,0.187822
12.21,9,-6.24497,27.1563,0.187822
12.22,9,-6.22823,27.1455,0.187822
12.23,9,-6.21149,27.1346,0.187822
12.24,9,-6.19476,27.1238,0.187822
12.25,9,-6.17802,27.1129,0.187822
12.26,9,-6.16128,27.1021,0.187822
12.27,9,-6.14454,27.0913,0.187822
12.28,9,-6.12781,27.0804,0.187822
12.29,9,-6.11107,27.0696,0.187822
12.3,9,-6.09433,27.0587,0.187822
12.31,9,-6.07759,27.0479,0.187822
12.32,9,-6.06086,27.037,0.187822
12.33,9,-6.04412,27.0262,0.187822
12.34,9,-6.02738,27.0153,0.187822
12.35,9,-6.01064,27.0045,0.187822
12.36,9,-5.99391,26.9936,0.187822
12.37,9,-5.97717,26.9828,0.187822
12.38,9,-5.96043,26.9719,0.187822
12.39,9,-5.94369,26.961,0.187822
12.4,9,-5.92696,26.9502,0.187822
12.41,9,-5.91022,26.9393,0.187822
12.42,9,-5.89348,26.9284,0.187822
12.43,9,-5.87674,26.9176,0.187822
12.44,9,-5.86,26.9067,0.187822
12.45,9,-5.84327,26.8958,0.187822
12.46,9,-5.82653,26.8849,0.187822
12.47,9,-5.80979,26.8741,0.187822
12.48,9,-5.79305,26.8632,0.187822
12.49,9,-5.77631,26.8523,0.187822
12.5,9,-5.75957,26.8414,0.187822
12.51,9,-5.74284,26.8306,0.187822
12.52,9,-5.7261,26.8197,0.187822
12.53,9,-5.70936,26.8088,0.187822
12.54,9,-5.69262,26.7979,0.187822
12.55,9,-5.67588,26.787,0.187822
12.56,9,-5.65914,26.7761,0.187822
12.57,9,-5.64241,26.7652,0.187822
12.58,9,-5.62567,26.7544,0.187822
12.59,9,-5.60893,26.7435,0.187822
12.6,9,-5.59219,26.7326,0.187822
12.61,9,-5.57545,26.7217,0.187822
12.62,9,-5.55871,26.7108,0.187822
12.63,9,-5.54197,26.6999,0.187822
12.64,9,-5.52524,26.689,0.187822
12.65,9,-5.5085,26.6781,0.187822
12.66,9,-5.49176,26.6672,0.187822
12.67,9,-5.47502,26.6563,0.187822
12.68,9,-5.45828,26.6454,0.187822
12.69,9,-5.44154,26.6345,0.187822
12.7,9,-5.4248,26.6236,0.187822
12.71,9,-5.40807,26.6127,0.187822
12.72,9,-5.39133,26.6018,0.187822
12.73,9,-5.37459,26.5909,0.187822
12.74,9,-5.35785,26.58,0.187822
12.75,9,-5.34111,26.5691,0.187822
12.76,9,-5.32437,26.5582,0.187822
12.77,9,-5.30763,26.5473,0.187822
12.78,9,-5.29089,26.5364,0.187822
12.79,9,-5.27415,26.5255,0.187822
12.8,9,-5.25742,26.5146,0.187822
12.81,9,-5.24068,26.5036,0.187822
12.82,9,-5.22394,26.4927,0.187822
12.83,9,-5.2072,26.4818,0.187822
12.84,9,-5.19046,26.4709,0.187822
12.85,9,-5.17372,26.46,0.187822
12.86,9,-5.15698,26.4491,0.187822
12.87,9,-5.14024,26.4382,0.187822
12.88,9,-5.1235,26.4273,0.187822
12.89,9,-5.10677,26.4163,0.187822
12.9,9,-5.09003,26.4054,0.187822
12.91,9,-5.07329,26.3945,0.187822
12.92,9,-5.05655,26.3836,0.187822
12.93,9,-5.03981,26.3727,0.187822
12.94,9,-5.02307,26.3618,0.187822
12.95,9,-5.00633,26.3508,0.187822
12.96,9,-4.98959,26.3399,0.187822
12.97,9,-4.97285,26.329,0.187822
12.98,9,-4.95612,26.3181,0.187822
12.99,9,-4.93938,26.3072,0.187822
13,9,-4.92264,26.2962,0.187822
13.01,9,-4.9059,26.2853,0.187822
13.02,9,-4.88916,26.2744,0.187822
13.03,9,-4.87242,26.2635,0.187822
13.04,9,-4.85568,26.2525,0.187822
13.05,9,-4.83894,26.2416,0.187822
13.06,9,-4.8222,26.2307,0.187822
13.07,9,-4.80546,26.2198,0.187822
13.08,9,-4.78873,26.2089,0.187822
13.09,9,-4.77199,26.1979,0.187822
13.1,9,-4.75525,26.187,0.187822
13.11,9,-4.73851,26.1761,0.187822
13.12,9,-4.72177,26.1651,0.187822
13.13,9,-4.70503,26.1542,0.187822
13.14,9,-4.68829,26.1433,0.187822
13.15,9,-4.67155,26.1324,0.187822
13.16,9,-4.65481,26.1214,0.187822
13.17,9,-4.63807,26.1105,0.187822
13.18,9,-4.62133,26.0996,0.187822
13.19,9,-4.6046,26.0887,0.187822
13.2,9,-4.58786,26.0777,0.187822
13.21,9,-4.57112,26.0668,0.187822
13.22,9,-4.55438,26.0559,0.187822
13.23,9,-4.53764,26.0449,0.187822
13.24,9,-4.5209,26.034,0.187822
13.25,9,-4.50416,26.0231,0.187822
13.26,9,-4.48742,26.0121,0.187822
13.27,9,-4.47068,26.0012,0.187822
13.28,9,-4.45394,25.9903,0.187822
13.29,9,-4.43721,25.9793,0.187822
13.3,9,-4.42047,25.9684,0.187822
13.31,9,-4.40373,25.9575,0.187822
13.32,9,-4.38699,25.9466,0.187822
13.33,9,-4.37025,25.9356,0.187822
13.34,9,-4.35351,25.9247,0.187822
13.35,9,-4.33677,25.9138,0.187822
13.36,9,-4.32003,25.9028,0.187822
13.37,9,-4.30329,25.8919,0.187822
13.38,9,-4.28655,25.881,0.187822
13.39,9,-4.26982,25.87,0.187822
13.4,9,-4.25308,25.8591,0.187822
13.41,9,-4.23634,25.8481,0.187822
13.42,9,-4.2196,25.8372,0.187822
13.43,9,-4.20286,25.8263,0.187822
13.44,9,-4.18612,25.8153,0.187822
13.45,9,-4.16938,25.8044,0.187822
13.46,9,-4.15264,25.7935,0.187822
13.47,9,-4.1359,25.7825,0.187822
13.48,9,-4.11916,25.7716,0.187822
13.49,9,-4.10242,25.7607,0.187822
13.5,9,-4.08569,25.7497,0.187822
13.51,9,-4.06895,25.7388,0.187822
13.52,9,-4.05221,25.7279,0.187822
13.53,9,-4.03547,25.7169,0.187822
13.54,9,-4.01873,25.706,0.187822
13.55,9,-4.00199,25.695,0.187822
13.56,9,-3.98525,25.6841,0.187822
13.57,9,-3.96851,25.6732,0.187822
13.58,9,-3.95177,25.6622,0.187822
13.59,9,-3.93503,25.6513,0.187822
13.6,9,-3.9183,25.6403,0.187822
13.61,9,-3.90156,25.6294,0.187822
13.62,9,-3.88482,25.6185,0.187822
13.63,9,-3.86808,25.6075,0.187822
13.64,9,-3.85134,25.5966,0.187822
13.65,9,-3.8346,25.5857,0.187822
13.66,9,-3.81786,25.5747,0.187822
13.67,9,-3.80112,25.5638,0.187822
13.68,9,-3.78438,25.5528,0.187822
13.69,9,-3.76764,25.5419,0.187822
13.7,9,-3.75091,25.531,0.187822
13.71,9,-3.73417,25.52,0.187822
13.72,9,-3.71743,25.5091,0.187822
13.73,9,-3.70069,25.4981,0.187822
13.74,9,-3.68395,25.4872,0.187822
13.75,9,-3.66721,25.4763,0.187822
13.76,9,-3.65047,25.4653,0.187822
13.77,9,-3.63373,25.4544,0.187822
13.78,9,-3.61699,25.4434,0.187822
13.79,9,-3.60026,25.4325,0.187822
13.8,9,-3.58352,25.4216,0.187822
13.81,9,-3.56678,25.4106,0.187822
13.82,9,-3.55004,25.3997,0.187822
13.83,9,-3.5333,25.3887,0.187822
13.84,9,-3.51656,25.3778,0.187822
13.85,9,-3.49982,25.3669,0.187822
13.86,9,-3.48308,25.3559,0.187822
13.87,9,-3.46634,25.345,0.187822
13.88,9,-3.4496,25.334,0.187822
13.89,9,-3.43287,25.3231,0.187822
13.9,9,-3.41613,25.3121,0.187822
13.91,9,-3.39939,25.3012,0.187822
13.92,9,-3.38265,25.2903,0.187822
13.93,9,-3.36591,25.2793,0.187822
13.94,9,-3.34917,25.2684,0.187822
13.95,9,-3.33243,25.2574,0.187822
13.96,9,-3.31569,25.2465,0.187822
13.97,9,-3.29895,25.2355,0.187822
13.98,9,-3.28222,25.2246,0.187822
13.99,9,-3.26548,25.2137,0.187822
14,9,-3.24874,25.2027,0.187822
14.01,9,-3.232,25.1918,0.187822
14.02,9,-3.21526,25.1808,0.187822
14.03,9,-3.19852,25.1699,0.187822
14.04,9,-3.18178,25.159,0.187822
14.05,9,-3.16504,25.148,0.187822
14.06,9,-3.1483,25.1371,0.187822
14.07,9,-3.13156,25.1261,0.187822
14.08,9,-3.11483,25.1152,0.187822
14.09,9,-3.09809,25.1042,0.187822
14.1,9,-3.08135,25.0933,0.187822
14.11,9,-3.06461,25.0824,0.187822
14.12,9,-3.04787,25.0714,0.187822
14.13,9,-3.03113,25.0605,0.187822
14.14,9,-3.01439,25.0495,0.187822
14.15,9,-2.99765,25.0386,0.187822
14.16,9,-2.98091,25.0276,0.187822
14.17,9,-2.96418,25.0167,0.187822
14.18,9,-2.94744,25.0057,0.187822
14.19,9,-2.9307,24.9948,0.187822
14.2,9,-2.91396,24.9839,0.187822
14.21,9,-2.89722,24.9729,0.187822
14.22,9,-2.88048,24.962,0.187822
14.23,9,-2.86374,24.951,0.187822
14.24,9,-2.847,24.9401,0.187822
14.25,9,-2.83026,24.9291,0.187822
14.26,9,-2.81353,24.9182,0.187822
14.27,9,-2.79679,24.9073,0.187822
14.28,9,-2.78005,24.8963,0.187822
14.29,9,-2.76331,24.8854,0.187822
14.3,9,-2.74657,24.8744,0.187822
14.31,9,-2.72983,24.8635,0.187822
14.32,9,-2.71309,24.8525,0.187822
14.33,9,-2.69635,24.8416,0.187822
14.34,9,-2.67961,24.8306,0.187822
14.35,9,-2.66288,24.8197,0.187822
14.36,9,-2.64614,24.8088,0.187822
14.37,9,-2.6294,24.7978,0.187822
14.38,9,-2.61266,24.7869,0.187822
14.39,9,-2.59592,24.7759,0.187822
14.4,9,-2.57918,24.765,0.187822
14.41,9,-2.56244,24.754,0.187822
14.42,9,-2.5457,24.7431,0.187822
14.43,9,-2.52896,24.7321,0.187822
14.44,9,-2.51223,24.7212,0.187822
14.45,9,-2.49549,24.7103,0.187822
14.46,9,-2.47875,24.6993,0.187822
14.47,9,-2.46201,24.6884,0.187822
14.48,9,-2.44527,24.6774,0.187822
14.49,9,-2.42853,24.6665,0.187822
14.5,9,-2.41179,24.6555,0.187822
14.51,9,-2.39505,24.6446,0.187822
14.52,9,-2.37831,24.6336,0.187822
14.53,9,-2.36158,24.6227,0.187822
14.54,9,-2.34484,24.6118,0.187822
14.55,9,-2.3281,24.6008,0.187822
14.56,9,-2.31136,24.5899,0.187822
14.57,9,-2.29462,24.5789,0.187822
14.58,9,-2.27788,24.568,0.187822
14.59,9,-2.26114,24.557,0.187822
14.6,9,-2.2444,24.5461,0.187822
14.61,9,-2.22766,24.5351,0.187822
14.62,9,-2.21093,24.5242,0.187822
14.63,9,-2.19419,24.5133,0.187822
14.64,9,-2.17745,24.5023,0.187822
14.65,9,-2.16071,24.4914,0.187822
14.66,9,-2.14397,24.4804,0.187822
14.67,9,-2.12723,24.4695,0.187822
14.68,9,-2.11049,24.4585,0.187822
14.69,9,-2.09375,24.4476,0.187822
14.7,9,-2.07701,24.4366,0.187822
14.71,9,-2.06028,24.4257,0.187822
14.72,9,-2.04354,24.4147,0.187822
14.73,9,-2.0268,24.4038,0.187822
14.74,9,-2.01006,24.3929,0.187822
14.75,9,-1.99332,24.3819,0.187822
14.76,9,-1.97658,24.371,0.187822
14.77,9,-1.95984,24.36,0.187822
14.78,9,-1.9431,24.3491,0.187822
14.79,9,-1.92637,24.3381,0.187822
14.8,9,-1.90963,24.3272,0.187822
14.81,9,-1.89289,24.3162,0.187822
14.82,9,-1.87615,24.3053,0.187822
14.83,9,-1.85941,24.2944,0.187822
14.84,9,-1.84267,24.2834,0.187822
14.85,9,-1.82593,24.2725,0.187822
14.86,9,-1.80919,24.2615,0.187822
14.87,9,-1.79245,24.2506,0.187822
14.88,9,-1.77572,24.2396,0.187822
14.89,9,-1.75898,24.2287,0.187822
14.9,9,-1.74224,24.2177,0.187822
14.91,9,-1.7255,24.2068,0.187822
14.92,9,-1.70876,24.1958,0.187822
14.93,9,-1.69202,24.1849,0.187822
14.94,9,-1.67528,24.174,0.187822
14.95,9,-1.65854,24.163,0.187822
14.96,9,-1.64181,24.1521,0.187822
14.97,9,-1.62507,24.1411,0.187822
14.98,9,-1.60833,24.1302,0.187822
14.99,9,-1.59159,24.1192,0.187822
15,9,-1.57485,24.1083,0.187822
15.01,9,-1.55811,24.0973,0.187822
15.02,9,-1.54137,24.0864,0.187822
15.03,9,-1.52463,24.0754,0.187822
15.04,9,-1.50789,24.0645,0.187822
15.05,9,-1.49116,24.0536,0.187822
15.06,9,-1.47442,24.0426,0.187822
15.07,9,-1.45768,24.0317,0.187822
15.08,9,-1.44094,24.0207,0.187822
15.09,9,-1.4242,24.0098,0.187822
15.1,9,-1.40746,23.9988,0.187822
15.11,9,-1.39072,23.9879,0.187822
15.12,9,-1.37398,23.9769,0.187822
15.13,9,-1.35724,23.966,0.187822
15.14,9,-1.34051,23.955,0.187822
15.15,9,-1.32377,23.9441,0.187822
15.16,9,-1.30703,23.9332,0.187822
15.17,9,-1.29029,23.9222,0.187822
15.18,9,-1.27355,23.9113,0.187822
15.19,9,-1.25681,23.9003,0.187822
15.2,9,-1.24007,23.8894,0.187822
15.21,9,-1.22333,23.8784,0.187822
15.22,9,-1.2066,23.8675,0.187822
15.23,9,-1.18986,23.8565,0.187822
15.24,9,-1.17312,23.8456,0.187822
15.25,9,-1.15638,23.8346,0.187822
15.26,9,-1.13964,23.8237,0.187822
15.27,9,-1.1229,23.8128,0.187822
15.28,9,-1.10616,23.8018,0.187822
15.29,9,-1.08942,23.7909,0.187822
15.3,9,-1.07268,23.7799,0.187822
15.31,9,-1.05595,23.769,0.187822
15.32,9,-1.03921,23.758,0.187822
15.33,9,-1.02247,23.7471,0.187822
15.34,9,-1.00573,23.7361,0.187822
15.35,9,-0.988991,23.7252,0.187822
15.36,9,-0.972252,23.7142,0.187822
15.37,9,-0.955513,23.7033,0.187822
15.38,9,-0.938774,23.6924,0.187822
15.39,9,-0.922036,23.6814,0.187822
15.4,9,-0.905297,23.6705,0.187822
15.41,9,-0.888558,23.6595,0.187822
15.42,9,-0.871819,23.6486,0.187822
15.43,9,-0.85508,23.6376,0.187822
15.44,9,-0.838342,23.6267,0.187822
15.45,9,-0.821603,23.6157,0.187822
15.46,9,-0.804864,23.6048,0.187822
15.47,9,-0.788125,23.5938,0.187822
15.48,9,-0.771386,23.5829,0.187822
15.49,9,-0.754647,23.5719,0.187822
15.5,9,-0.737909,23.561,0.187822
15.51,9,-0.72117,23.5501,0.187822
15.52,9,-0.704431,23.5391,0.187822
15.53,9,-0.687692,23.5282,0.187822
15.54,9,-0.670953,23.5172,0.187822
15.55,9,-0.654215,23.5063,0.187822
15.56,9,-0.637476,23.4953,0.187822
15.57,9,-0.620737,23.4844,0.187822
15.58,9,-0.603998,23.4734,0.187822
15.59,9,-0.587259,23.4625,0.187822
15.6,9,-0.570521,23.4515,0.187822
15.61,9,-0.553782,23.4406,0.187822
15.62,9,-0.537043,23.4297,0.187822
15.63,9,-0.520304,23.4187,0.187822
15.64,9,-0.503565,23.4078,0.187822
15.65,9,-0.486826,23.3968,0.187822
15.66,9,-0.470088,23.3859,0.187822
15.67,9,-0.453349,23.3749,0.187822
15.68,9,-0.43661,23.364,0.187822
15.69,9,-0.419871,23.353,0.187822
15.7,9,-0.403132,23.3421,0.187822
15.71,9,-0.386394,23.3311,0.187822
15.72,9,-0.369655,23.3202,0.187822
15.73,9,-0.352916,23.3093,0.187822
15.74,9,-0.336177,23.2983,0.187822
15.75,9,-0.319438,23.2874,0.187822
15.76,9,-0.3027,23.2764,0.187822
15.77,9,-0.285961,23.2655,0.187822
15.78,9,-0.269222,23.2545,0.187822
15.79,9,-0.252483,23.2436,0.187822
15.8,9,-0.235744,23.2326,0.187822
15.81,9,-0.219006,23.2217,0.187822
15.82,9,-0.202267,23.2107,0.187822
15.83,9,-0.185528,23.1998,0.187822
15.84,9,-0.168789,23.1888,0.187822
15.85,9,-0.15205,23.1779,0.187822
15.86,9,-0.135311,23.167,0.187822
15.87,9,-0.118573,23.156,0.187822
15.88,9,-0.101834,23.1451,0.187822
15.89,9,-0.0850951,23.1341,0.187822
15.9,9,-0.0683563,23.1232,0.187822
15.91,9,-0.0516175,23.1122,0.187822
15.92,9,-0.0348787,23.1013,0.187822
15.93,9,-0.0181399,23.0903,0.187822
15.94,9,-0.00140105,23.0794,0.187822
15.95,9,0.0153378,23.0684,0.187822
15.96,9,0.0320766,23.0575,0.187822
15.97,9,0.0488154,23.0466,0.187822
15.98,9,0.0655542,23.0356,0.187822
15.99,9,0.082293,23.0247,0.187822
16,9,0.0990318,23.0137,0.187822
16.01,9,0.115771,23.0028,0.187822
16.02,9,0.132509,22.9918,0.187822
16.03,9,0.149248,22.9809,0.187822
16.04,9,0.165987,22.9699,0.187822
16.05,9,0.182726,22.959,0.187822
16.06,9,0.199465,22.948,0.187822
16.07,9,0.216203,22.9371,0.187822
16.08,9,0.232942,22.9261,0.187822
16.09,9,0.249681,22.9152,0.187822
16.1,9,0.26642,22.9043,0.187822
