t,id,x,y,r
10.43,31,-14.8141,-8.54061,0.211545
10.44,31,-14.7968,-8.5314,0.211545
10.45,31,-14.7795,-8.52219,0.211545
10.46,31,-14.7622,-8.51298,0.211545
10.47,31,-14.7449,-8.50376,0.211545
10.48,31,-14.7276,-8.49454,0.211545
10.49,31,-14.7102,-8.48532,0.211545
10.5,31,-14.6929,-8.47609,0.211545
10.51,31,-14.6756,-8.46686,0.211545
10.52,31,-14.6582,-8.45763,0.211545
10.53,31,-14.6409,-8.44839,0.211545
10.54,31,-14.6235,-8.43915,0.211545
10.55,31,-14.6061,-8.42991,0.211545
10.56,31,-14.5888,-8.42066,0.211545
10.57,31,-14.5714,-8.41141,0.211545
10.58,31,-14.554,-8.40215,0.211545
10.59,31,-14.5366,-8.3929,0.211545
10.6,31,-14.5192,-8.38364,0.211545
10.61,31,-14.5018,-8.37438,0.211545
10.62,31,-14.4844,-8.36511,0.211545
10.63,31,-14.467,-8.35585,0.211545
10.64,31,-14.4496,-8.34658,0.211545
10.65,31,-14.4322,-8.3373,0.211545
10.66,31,-14.4147,-8.32803,0.211545
10.67,31,-14.3973,-8.31875,0.211545
10.68,31,-14.3799,-8.30947,0.211545
10.69,31,-14.3624,-8.30019,0.211545
10.7,31,-14.345,-8.2909,0.211545
10.71,31,-14.3275,-8.28161,0.211545
10.72,31,-14.3101,-8.27232,0.211545
10.73,31,-14.2926,-8.26303,0.211545
10.74,31,-14.2752,-8.25374,0.211545
10.75,31,-14.2577,-8.24444,0.211545
10.76,31,-14.2403,-8.23514,0.211545
10.77,31,-14.2228,-8.22584,0.211545
10.78,31,-14.2053,-8.21654,0.211545
10.79,31,-14.1878,-8.20724,0.211545
10.8,31,-14.1704,-8.19793,0.211545
10.81,31,-14.1529,-8.18862,0.211545
10.82,31,-14.1354,-8.17931,0.211545
10.83,31,-14.1179,-8.17,0.211545
10.84,31,-14.1004,-8.16069,0.211545
10.85,31,-14.0829,-8.15137,0.211545
10.86,31,-14.0654,-8.14205,0.211545
10.87,31,-14.0479,-8.13273,0.211545
10.88,31,-14.0304,-8.12341,0.211545
10.89,31,-14.0129,-8.11409,0.211545
10.9,31,-13.9954,-8.10477,0.211545
10.91,31,-13.9779,-8.09544,0.211545
10.92,31,-13.9603,-8.08612,0.211545
10.93,31,-13.9428,-8.07679,0.211545
10.94,31,-13.9253,-8.06746,0.211545
10.95,31,-13.9078,-8.05813,0.211545
10.96,31,-13.8903,-8.04879,0.211545
10.97,31,-13.8727,-8.03946,0.211545
10.98,31,-13.8552,-8.03013,0.211545
10.99,31,-13.8377,-8.02079,0.211545
11,31,-13.8201,-8.01145,0.211545
11.01,31,-13.8026,-8.00211,0.211545
11.02,31,-13.785,-7.99277,0.211545
11.03,31,-13.7675,-7.98343,0.211545
11.04,31,-13.7499,-7.97409,0.211545
11.05,31,-13.7324,-7.96474,0.211545
11.06,31,-13.7148,-7.9554,0.211545
11.07,31,-13.6973,-7.94605,0.211545
11.08,31,-13.6797,-7.9367,0.211545
11.09,31,-13.6622,-7.92736,0.211545
11.1,31,-13.6446,-7.91801,0.211545
11.11,31,-13.6271,-7.90866,0.211545
11.12,31,-13.6095,-7.8993,0.211545
11.13,31,-13.5919,-7.88995,0.211545
11.14,31,-13.5744,-7.8806,0.211545
11.15,31,-13.5568,-7.87124,0.211545
11.16,31,-13.5392,-7.86189,0.211545
11.17,31,-13.5217,-7.85253,0.211545
11.18,31,-13.5041,-7.84318,0.211545
11.19,31,-13.4865,-7.83382,0.211545
11.2,31,-13.4689,-7.82446,0.211545
11.21,31,-13.4514,-7.8151,0.211545
11.22,31,-13.4338,-7.80574,0.211545
11.23,31,-13.4162,-7.79638,0.211545
11.24,31,-13.3986,-7.78701,0.211545
11.25,31,-13.381,-7.77765,0.211545
11.26,31,-13.3634,-7.76829,0.211545
11.27,31,-13.3459,-7.75892,0.211545
11.28,31,-13.3283,-7.74956,0.211545
11.29,31,-13.3107,-7.74019,0.211545
11.3,31,-13.2931,-7.73083,0.211545
11.31,31,-13.2755,-7.72146,0.211545
11.32,31,-13.2579,-7.71209,0.211545
11.33,31,-13.2403,-7.70272,0.211545
11.34,31,-13.2227,-7.69335,0.211545
11.35,31,-13.2051,-7.68398,0.211545
11.36,31,-13.1875,-7.67461,0.211545
11.37,31,-13.1699,-7.66524,0.211545
11.38,31,-13.1523,-7.65587,0.211545
11.39,31,-13.1347,-7.6465,0.211545
11.4,31,-13.1171,-7.63712,0.211545
11.41,31,-13.0995,-7.62775,0.211545
11.42,31,-13.0819,-7.61838,0.211545
11.43,31,-13.0643,-7.609,0.211545
11.44,31,-13.0467,-7.59963,0.211545
11.45,31,-13.0291,-7.59025,0.211545
11.46,31,-13.0115,-7.58087,0.211545
11.47,31,-12.9939,-7.5715,0.211545
11.48,31,-12.9763,-7.56212,0.211545
11.49,31,-12.9587,-7.55274,0.211545
11.5,31,-12.9411,-7.54336,0.211545
11.51,31,-12.9235,-7.53398,0.211545
11.52,31,-12.9058,-7.52461,0.211545
11.53,31,-12.8882,-7.51523,0.211545
11.54,31,-12.8706,-7.50585,0.211545
11.55,31,-12.853,-7.49647,0.211545
11.56,31,-12.8354,-7.48709,0.211545
11.57,31,-12.8178,-7.4777,0.211545
11.58,31,-12.8002,-7.46832,0.211545
11.59,31,-12.7825,-7.45894,0.211545
11.6,31,-12.7649,-7.44956,0.211545
11.61,31,-12.7473,-7.44018,0.211545
11.62,31,-12.7297,-7.43079,0.211545
11.63,31,-12.7121,-7.42141,0.211545
11.64,31,-12.6944,-7.41202,0.211545
11.65,31,-12.6768,-7.40264,0.211545
11.66,31,-12.6592,-7.39326,0.211545
11.67,31,-12.6416,-7.38387,0.211545
11.68,31,-12.6239,-7.37449,0.211545
11.69,31,-12.6063,-7.3651,0.211545
11.7,31,-12.5887,-7.35571,0.211545
11.71,31,-12.5711,-7.34633,0.211545
11.72,31,-12.5534,-7.33694,0.211545
11.73,31,-12.5358,-7.32756,0.211545
11.74,31,-12.5182,-7.31817,0.211545
11.75,31,-12.5006,-7.30878,0.211545
11.76,31,-12.4829,-7.29939,0.211545
11.77,31,-12.4653,-7.29001,0.211545
11.78,31,-12.4477,-7.28062,0.211545
11.79,31,-12.4301,-7.27123,0.211545
11.8,31,-12.4124,-7.26184,0.211545
11.81,31,-12.3948,-7.25245,0.211545
11.82,31,-12.3772,-7.24306,0.211545
11.83,31,-12.3595,-7.23367,0.211545
11.84,31,-12.3419,-7.22428,0.211545
11.85,31,-12.3243,-7.21489,0.211545
11.86,31,-12.3066,-7.2055,0.211545
11.87,31,-12.289,-7.19611,0.211545
11.88,31,-12.2714,-7.18672,0.211545
11.89,31,-12.2537,-7.17733,0.211545
11.9,31,-12.2361,-7.16794,0.211545
11.91,31,-12.2185,-7.15855,0.211545
11.92,31,-12.2008,-7.14916,0.211545
11.93,31,-12.1832,-7.13977,0.211545
11.94,31,-12.1656,-7.13037,0.211545
11.95,31,-12.1479,-7.12098,0.211545
11.96,31,-12.1303,-7.11159,0.211545
11.97,31,-12.1127,-7.1022,0.211545
11.98,31,-12.095,-7.09281,0.211545
11.99,31,-12.0774,-7.08341,0.211545
12,31,-12.0597,-7.07402,0.211545
12.01,31,-12.0421,-7.06463,0.211545
12.02,31,-12.0245,-7.05523,0.211545
12.03,31,-12.0068,-7.04584,0.211545
12.04,31,-11.9892,-7.03645,0.211545
12.05,31,-11.9715,-7.02705,0.211545
12.06,31,-11.9539,-7.01766,0.211545
12.07,31,-11.9363,-7.00827,0.211545
12.08,31,-11.9186,-6.99887,0.211545
12.09,31,-11.901,-6.98948,0.211545
12.1,31,-11.8834,-6.98008,0.211545
12.11,31,-11.8657,-6.97069,0.211545
12.12,31,-11.8481,-6.96129,0.211545
12.13,31,-11.8304,-6.9519,0.211545
12.14,31,-11.8128,-6.9425,0.211545
12.15,31,-11.7951,-6.93311,0.211545
12.16,31,-11.7775,-6.92371,0.211545
12.17,31,-11.7599,-6.91432,0.211545
12.18,31,-11.7422,-6.90492,0.211545
12.19,31,-11.7246,-6.89553,0.211545
12.2,31,-11.7069,-6.88613,0.211545
12.21,31,-11.6893,-6.87674,0.211545
12.22,31,-11.6716,-6.86734,0.211545
12.23,31,-11.654,-6.85794,0.211545
12.24,31,-11.6364,-6.84855,0.211545
12.25,31,-11.6187,-6.83915,0.211545
12.26,31,-11.6011,-6.82976,0.211545
12.27,31,-11.5834,-6.82036,0.211545
12.28,31,-11.5658,-6.81096,0.211545
12.29,31,-11.5481,-6.80157,0.211545
12.3,31,-11.5305,-6.79217,0.211545
12.31,31,-11.5129,-6.78277,0.211545
12.32,31,-11.4952,-6.77338,0.211545
12.33,31,-11.4776,-6.76398,0.211545
12.34,31,-11.4599,-6.75458,0.211545
12.35,31,-11.4423,-6.74519,0.211545
12.36,31,-11.4246,-6.73579,0.211545
12.37,31,-11.407,-6.72639,0.211545
12.38,31,-11.3893,-6.71699,0.211545
12.39,31,-11.3717,-6.7076,0.211545
12.4,31,-11.354,-6.6982,0.211545
12.41,31,-11.3364,-6.6888,0.211545
12.42,31,-11.3188,-6.6794,0.211545
12.43,31,-11.3011,-6.67001,0.211545
12.44,31,-11.2835,-6.66061,0.211545
12.45,31,-11.2658,-6.65121,0.211545
12.46,31,-11.2482,-6.64181,0.211545
12.47,31,-11.2305,-6.63241,0.211545
12.48,31,-11.2129,-6.62302,0.211545
12.49,31,-11.1952,-6.61362,0.211545
12.5,31,-11.1776,-6.60422,0.211545
12.51,31,-11.1599,-6.59482,0.211545
12.52,31,-11.1423,-6.58542,0.211545
12.53,31,-11.1246,-6.57602,0.211545
12.54,31,-11.107,-6.56663,0.211545
12.55,31,-11.0893,-6.55723,0.211545
12.56,31,-11.0717,-6.54783,0.211545
12.57,31,-11.054,-6.53843,0.211545
12.58,31,-11.0364,-6.52903,0.211545
12.59,31,-11.0188,-6.51963,0.211545
12.6,31,-11.0011,-6.51023,0.211545
12.61,31,-10.9835,-6.50084,0.211545
12.62,31,-10.9658,-6.49144,0.211545
12.63,31,-10.9482,-6.48204,0.211545
12.64,31,-10.9305,-6.47264,0.211545
12.65,31,-10.9129,-6.46324,0.211545
12.66,31,-10.8952,-6.45384,0.211545
12.67,31,-10.8776,-6.44444,0.211545
12.68,31,-10.8599,-6.43504,0.211545
12.69,31,-10.8423,-6.42564,0.211545
12.7,31,-10.8246,-6.41624,0.211545
12.71,31,-10.807,-6.40685,0.211545
12.72,31,-10.7893,-6.39745,0.211545
12.73,31,-10.7717,-6.38805,0.211545
12.74,31,-10.754,-6.37865,0.211545
12.75,31,-10.7364,-6.36925,0.211545
12.76,31,-10.7187,-6.35985,0.211545
12.77,31,-10.7011,-6.35045,0.211545
12.78,31,-10.6834,-6.34105,0.211545
12.79,31,-10.6658,-6.33165,0.211545
12.8,31,-10.6481,-6.32225,0.211545
12.81,31,-10.6305,-6.31285,0.211545
12.82,31,-10.6128,-6.30345,0.211545
12.83,31,-10.5952,-6.29405,0.211545
12.84,31,-10.5775,-6.28465,0.211545
12.85,31,-10.5599,-6.27525,0.211545
12.86,31,-10.5422,-6.26585,0.211545
12.87,31,-10.5246,-6.25645,0.211545
12.88,31,-10.5069,-6.24705,0.211545
12.89,31,-10.4893,-6.23765,0.211545
12.9,31,-10.4716,-6.22825,0.211545
12.91,31,-10.454,-6.21885,0.211545
12.92,31,-10.4363,-6.20945,0.211545
12.93,31,-10.4187,-6.20005,0.211545
12.94,31,-10.401,-6.19065,0.211545
12.95,31,-10.3834,-6.18125,0.211545
12.96,31,-10.3657,-6.17185,0.211545
12.97,31,-10.3481,-6.16245,0.211545
12.98,31,-10.3304,-6.15305,0.211545
12.99,31,-10.3128,-6.14365,0.211545
13,31,-10.2951,-6.13425,0.211545
13.01,31,-10.2775,-6.12485,0.211545
13.02,31,-10.2598,-6.11545,0.211545
13.03,31,-10.2422,-6.10605,0.211545
13.04,31,-10.2245,-6.09665,0.211545
13.05,31,-10.2069,-6.08725,0.211545
13.06,31,-10.1892,-6.07785,0.211545
13.07,31,-10.1716,-6.06845,0.211545
13.08,31,-10.1539,-6.05905,0.211545
13.09,31,-10.1363,-6.04965,0.211545
13.1,31,-10.1186,-6.04025,0.211545
13.11,31,-10.101,-6.03085,0.211545
13.12,31,-10.0833,-6.02145,0.211545
13.13,31,-10.0657,-6.01205,0.211545
13.14,31,-10.048,-6.00265,0.211545
13.15,31,-10.0304,-5.99325,0.211545
13.16,31,-10.0127,-5.98385,0.211545
13.17,31,-9.99506,-5.97445,0.211545
13.18,31,-9.97741,-5.96505,0.211545
13.19,31,-9.95975,-5.95565,0.211545
13.2,31,-9.9421,-5.94624,0.211545
13.21,31,-9.92445,-5.93684,0.211545
13.22,31,-9.9068,-5.92744,0.211545
13.23,31,-9.88915,-5.91804,0.211545
13.24,31,-9.8715,-5.90864,0.211545
13.25,31,-9.85385,-5.89924,0.211545
13.26,31,-9.83619,-5.88984,0.211545
13.27,31,-9.81854,-5.88044,0.211545
13.28,31,-9.80089,-5.87104,0.211545
13.29,31,-9.78324,-5.86164,0.211545
13.3,31,-9.76559,-5.85224,0.211545
13.31,31,-9.74794,-5.84284,0.211545
13.32,31,-9.73028,-5.83344,0.211545
13.33,31,-9.71263,-5.82404,0.211545
13.34,31,-9.69498,-5.81464,0.211545
13.35,31,-9.67733,-5.80524,0.211545
13.36,31,-9.65968,-5.79583,0.211545
13.37,31,-9.64203,-5.78643,0.211545
13.38,31,-9.62437,-5.77703,0.211545
13.39,31,-9.60672,-5.76763,0.211545
13.4,31,-9.58907,-5.75823,0.211545
13.41,31,-9.57142,-5.74883,0.211545
13.42,31,-9.55377,-5.73943,0.211545
13.43,31,-9.53612,-5.73003,0.211545
13.44,31,-9.51846,-5.72063,0.211545
13.45,31,-9.50081,-5.71123,0.211545
13.46,31,-9.48316,-5.70183,0.211545
13.47,31,-9.46551,-5.69243,0.211545
13.48,31,-9.44786,-5.68303,0.211545
13.49,31,-9.4302,-5.67362,0.211545
13.5,31,-9.41255,-5.66422,0.211545
13.51,31,-9.3949,-5.65482,0.211545
13.52,31,-9.37725,-5.64542,0.211545
13.53,31,-9.3596,-5.63602,0.211545
13.54,31,-9.34195,-5.62662,0.211545
13.55,31,-9.32429,-5.61722,0.211545
13.56,31,-9.30664,-5.60782,0.211545
13.57,31,-9.28899,-5.59842,0.211545
13.58,31,-9.27134,-5.58902,0.211545
13.59,31,-9.25369,-5.57962,0.211545
13.6,31,-9.23603,-5.57021,0.211545
13.61,31,-9.21838,-5.56081,0.211545
13.62,31,-9.20073,-5.55141,0.211545
13.63,31,-9.18308,-5.54201,0.211545
13.64,31,-9.16542,-5.53261,0.211545
13.65,31,-9.14777,-5.52321,0.211545
13.66,31,-9.13012,-5.51381,0.211545
13.67,31,-9.11247,-5.50441,0.211545
13.68,31,-9.09482,-5.49501,0.211545
13.69,31,-9.07716,-5.48561,0.211545
13.7,31,-9.05951,-5.47621,0.211545
13.71,31,-9.04186,-5.4668,0.211545
13.72,31,-9.02421,-5.4574,0.211545
13.73,31,-9.00656,-5.448,0.211545
13.74,31,-8.9889,-5.4386,0.211545
13.75,31,-8.97125,-5.4292,0.211545
13.76,31,-8.9536,-5.4198,0.211545
13.77,31,-8.93595,-5.4104,0.211545
13.78,31,-8.91829,-5.401,0.211545
13.79,31,-8.90064,-5.3916,0.211545
13.8,31,-8.88299,-5.38219,0.211545
13.81,31,-8.86534,-5.37279,0.211545
13.82,31,-8.84769,-5.36339,0.211545
13.83,31,-8.83003,-5.35399,0.211545
13.84,31,-8.81238,-5.34459,0.211545
13.85,31,-8.79473,-5.33519,0.211545
13.86,31,-8.77708,-5.32579,0.211545
13.87,31,-8.75942,-5.31639,0.211545
13.88,31,-8.74177,-5.30699,0.211545
13.89,31,-8.72412,-5.29759,0.211545
13.9,31,-8.70647,-5.28818,0.211545
13.91,31,-8.68881,-5.27878,0.211545
13.92,31,-8.67116,-5.26938,0.211545
13.93,31,-8.65351,-5.25998,0.211545
13.94,31,-8.63586,-5.25058,0.211545
13.95,31,-8.6182,-5.24118,0.211545
13.96,31,-8.60055,-5.23178,0.211545
13.97,31,-8.5829,-5.22238,0.211545
13.98,31,-8.56525,-5.21298,0.211545
13.99,31,-8.5476,-5.20357,0.211545
14,31,-8.52994,-5.19417,0.211545
14.01,31,-8.51229,-5.18477,0.211545
14.02,31,-8.49464,-5.17537,0.211545
14.03,31,-8.47699,-5.16597,0.211545
14.04,31,-8.45933,-5.15657,0.211545
14.05,31,-8.44168,-5.14717,0.211545
14.06,31,-8.42403,-5.13777,0.211545
14.07,31,-8.40638,-5.12837,0.211545
14.08,31,-8.38872,-5.11896,0.211545
14.09,31,-8.37107,-5.10956,0.211545
14.1,31,-8.35342,-5.10016,0.211545
14.11,31,-8.33577,-5.09076,0.211545
14.12,31,-8.31811,-5.08136,0.211545
14.13,31,-8.30046,-5.07196,0.211545
14.14,31,-8.28281,-5.06256,0.211545
14.15,31,-8.26516,-5.05316,0.211545
14.16,31,-8.2475,-5.04376,0.211545
14.17,31,-8.22985,-5.03435,0.211545
14.18,31,-8.2122,-5.02495,0.211545
14.19,31,-8.19455,-5.01555,0.211545
14.2,31,-8.17689,-5.00615,0.211545
14.21,31,-8.15924,-4.99675,0.211545
14.22,31,-8.14159,-4.98735,0.211545
14.23,31,-8.12394,-4.97795,0.211545
14.24,31,-8.10628,-4.96855,0.211545
14.25,31,-8.08863,-4.95914,0.211545
14.26,31,-8.07098,-4.94974,0.211545
14.27,31,-8.05333,-4.94034,0.211545
14.28,31,-8.03567,-4.93094,0.211545
14.29,31,-8.01802,-4.92154,0.211545
14.3,31,-8.00037,-4.91214,0.211545
14.31,31,-7.98272,-4.90274,0.211545
14.32,31,-7.96506,-4.89334,0.211545
14.33,31,-7.94741,-4.88394,0.211545
14.34,31,-7.92976,-4.87453,0.211545
14.35,31,-7.91211,-4.86513,0.211545
14.36,31,-7.89445,-4.85573,0.211545
14.37,31,-7.8768,-4.84633,0.211545
14.38,31,-7.85915,-4.83693,0.211545
14.39,31,-7.8415,-4.82753,0.211545
14.4,31,-7.82384,-4.81813,0.211545
14.41,31,-7.80619,-4.80873,0.211545
14.42,31,-7.78854,-4.79932,0.211545
14.43,31,-7.77089,-4.78992,0.211545
14.44,31,-7.75323,-4.78052,0.211545
14.45,31,-7.73558,-4.77112,0.211545
14.46,31,-7.71793,-4.76172,0.211545
14.47,31,-7.70028,-4.75232,0.211545
14.48,31,-7.68262,-4.74292,0.211545
14.49,31,-7.66497,-4.73352,0.211545
14.5,31,-7.64732,-4.72411,0.211545
14.51,31,-7.62967,-4.71471,0.211545
14.52,31,-7.61201,-4.70531,0.211545
14.53,31,-7.59436,-4.69591,0.211545
14.54,31,-7.57671,-4.68651,0.211545
14.55,31,-7.55906,-4.67711,0.211545
14.56,31,-7.5414,-4.66771,0.211545
14.57,31,-7.52375,-4.65831,0.211545
14.58,31,-7.5061,-4.6489,0.211545
14.59,31,-7.48845,-4.6395,0.211545
14.6,31,-7.47079,-4.6301,0.211545
14.61,31,-7.45314,-4.6207,0.211545
14.62,31,-7.43549,-4.6113,0.211545
14.63,31,-7.41784,-4.6019,0.211545
14.64,31,-7.40018,-4.5925,0.211545
14.65,31,-7.38253,-4.5831,0.211545
14.66,31,-7.36488,-4.5737,0.211545
14.67,31,-7.34722,-4.56429,0.211545
14.68,31,-7.32957,-4.55489,0.211545
14.69,31,-7.31192,-4.54549,0.211545
14.7,31,-7.29427,-4.53609,0.211545
14.71,31,-7.27661,-4.52669,0.211545
14.72,31,-7.25896,-4.51729,0.211545
14.73,31,-7.24131,-4.50789,0.211545
14.74,31,-7.22366,-4.49849,0.211545
14.75,31,-7.206,-4.48908,0.211545
14.76,31,-7.18835,-4.47968,0.211545
14.77,31,-7.1707,-4.47028,0.211545
14.78,31,-7.15305,-4.46088,0.211545
14.79,31,-7.13539,-4.45148,0.211545
14.8,31,-7.11774,-4.44208,0.211545
14.81,31,-7.10009,-4.43268,0.211545
14.82,31,-7.08244,-4.42328,0.211545
14.83,31,-7.06478,-4.41387,0.211545
14.84,31,-7.04713,-4.40447,0.211545
14.85,31,-7.02948,-4.39507,0.211545
14.86,31,-7.01183,-4.38567,0.211545
14.87,31,-6.99417,-4.37627,0.211545
14.88,31,-6.97652,-4.36687,0.211545
14.89,31,-6.95887,-4.35747,0.211545
14.9,31,-6.94122,-4.34807,0.211545
14.91,31,-6.92356,-4.33866,0.211545
14.92,31,-6.90591,-4.32926,0.211545
14.93,31,-6.88826,-4.31986,0.211545
14.94,31,-6.8706,-4.31046,0.211545
14.95,31,-6.85295,-4.30106,0.211545
14.96,31,-6.8353,-4.29166,0.211545
14.97,31,-6.81765,-4.28226,0.211545
14.98,31,-6.79999,-4.27286,0.211545
14.99,31,-6.78234,-4.26345,0.211545
15,31,-6.76469,-4.25405,0.211545
15.01,31,-6.74704,-4.24465,0.211545
15.02,31,-6.72938,-4.23525,0.211545
15.03,31,-6.71173,-4.22585,0.211545
15.04,31,-6.69408,-4.21645,0.211545
15.05,31,-6.67643,-4.20705,0.211545
15.06,31,-6.65877,-4.19765,0.211545
15.07,31,-6.64112,-4.18824,0.211545
15.08,31,-6.62347,-4.17884,0.211545
15.09,31,-6.60582,-4.16944,0.211545
15.1,31,-6.58816,-4.16004,0.211545
15.11,31,-6.57051,-4.15064,0.211545
15.12,31,-6.55286,-4.14124,0.211545
15.13,31,-6.5352,-4.13184,0.211545
15.14,31,-6.51755,-4.12244,0.211545
15.15,31,-6.4999,-4.11303,0.211545
15.16,31,-6.48225,-4.10363,0.211545
15.17,31,-6.46459,-4.09423,0.211545
15.18,31,-6.44694,-4.08483,0.211545
15.19,31,-6.42929,-4.07543,0.211545
15.2,31,-6.41164,-4.06603,0.211545
15.21,31,-6.39398,-4.05663,0.211545
15.22,31,-6.37633,-4.04723,0.211545
15.23,31,-6.35868,-4.03782,0.211545
15.24,31,-6.34103,-4.02842,0.211545
15.25,31,-6.32337,-4.01902,0.211545
15.26,31,-6.30572,-4.00962,0.211545
15.27,31,-6.28807,-4.00022,0.211545
15.28,31,-6.27042,-3.99082,0.211545
15.29,31,-6.25276,-3.98142,0.211545
15.3,31,-6.23511,-3.97202,0.211545
15.31,31,-6.21746,-3.96261,0.211545
15.32,31,-6.1998,-3.95321,0.211545
15.33,31,-6.18215,-3.94381,0.211545
15.34,31,-6.1645,-3.93441,0.211545
15.35,31,-6.14685,-3.92501,0.211545
15.36,31,-6.12919,-3.91561,0.211545
15.37,31,-6.11154,-3.90621,0.211545
15.38,31,-6.09389,-3.89681,0.211545
15.39,31,-6.07624,-3.8874,0.211545
15.4,31,-6.05858,-3.878,0.211545
15.41,31,-6.04093,-3.8686,0.211545
15.42,31,-6.02328,-3.8592,0.211545
15.43,31,-6.00563,-3.8498,0.211545
15.44,31,-5.98797,-3.8404,0.211545
15.45,31,-5.97032,-3.831,0.211545
15.46,31,-5.95267,-3.8216,0.211545
15.47,31,-5.93502,-3.81219,0.211545
15.48,31,-5.91736,-3.80279,0.211545
15.49,31,-5.89971,-3.79339,0.211545
15.5,31,-5.88206,-3.78399,0.211545
15.51,31,-5.8644,-3.77459,0.211545
15.52,31,-5.84675,-3.76519,0.211545
15.53,31,-5.8291,-3.75579,0.211545
15.54,31,-5.81145,-3.74639,0.211545
15.55,31,-5.79379,-3.73698,0.211545
15.56,31,-5.77614,-3.72758,0.211545
15.57,31,-5.75849,-3.71818,0.211545
15.58,31,-5.74084,-3.70878,0.211545
15.59,31,-5.72318,-3.69938,0.211545
15.6,31,-5.70553,-3.68998,0.211545
15.61,31,-5.68788,-3.68058,0.211545
15.62,31,-5.67023,-3.67118,0.211545
15.63,31,-5.65257,-3.66177,0.211545
15.64,31,-5.63492,-3.65237,0.211545
15.65,31,-5.61727,-3.64297,0.211545
15.66,31,-5.59961,-3.63357,0.211545
15.67,31,-5.58196,-3.62417,0.211545
15.68,31,-5.56431,-3.61477,0.211545
15.69,31,-5.54666,-3.60537,0.211545
15.7,31,-5.529,-3.59597,0.211545
15.71,31,-5.51135,-3.58656,0.211545
15.72,31,-5.4937,-3.57716,0.211545
15.73,31,-5.47605,-3.56776,0.211545
15.74,31,-5.45839,-3.55836,0.211545
15.75,31,-5.44074,-3.54896,0.211545
15.76,31,-5.42309,-3.53956,0.211545
15.77,31,-5.40544,-3.53016,0.211545
15.78,31,-5.38778,-3.52076,0.211545
15.79,31,-5.37013,-3.51135,0.211545
15.8,31,-5.35248,-3.50195,0.211545
15.81,31,-5.33483,-3.49255,0.211545
15.82,31,-5.31717,-3.48315,0.211545
15.83,31,-5.29952,-3.47375,0.211545
15.84,31,-5.28187,-3.46435,0.211545
15.85,31,-5.26421,-3.45495,0.211545
15.86,31,-5.24656,-3.44555,0.211545
15.87,31,-5.22891,-3.43614,0.211545
15.88,31,-5.21126,-3.42674,0.211545
15.89,31,-5.1936,-3.41734,0.211545
15.9,31,-5.17595,-3.40794,0.211545
15.91,31,-5.1583,-3.39854,0.211545
15.92,31,-5.14065,-3.38914,0.211545
15.93,31,-5.12299,-3.37974,0.211545
15.94,31,-5.10534,-3.37034,0.211545
15.95,31,-5.08769,-3.36093,0.211545
15.96,31,-5.07004,-3.35153,0.211545
15.97,31,-5.05238,-3.34213,0.211545
15.98,31,-5.03473,-3.33273,0.211545
15.99,31,-5.01708,-3.32333,0.211545
16,31,-4.99942,-3.31393,0.211545
16.01,31,-4.98177,-3.30453,0.211545
16.02,31,-4.96412,-3.29513,0.211545
16.03,31,-4.94647,-3.28572,0.211545
16.04,31,-4.92881,-3.27632,0.211545
16.05,31,-4.91116,-3.26692,0.211545
16.06,31,-4.89351,-3.25752,0.211545
16.07,31,-4.87586,-3.24812,0.211545
16.08,31,-4.8582,-3.23872,0.211545
16.09,31,-4.84055,-3.22932,0.211545
16.1,31,-4.8229,-3.21992,0.211545
16.11,31,-4.80525,-3.21051,0.211545
16.12,31,-4.78759,-3.20111,0.211545
16.13,31,-4.76994,-3.19171,0.211545
16.14,31,-4.75229,-3.18231,0.211545
16.15,31,-4.73464,-3.17291,0.211545
16.16,31,-4.71698,-3.16351,0.211545
16.17,31,-4.69933,-3.15411,0.211545
16.18,31,-4.68168,-3.1447,0.211545
16.19,31,-4.66402,-3.1353,0.211545
16.2,31,-4.64637,-3.1259,0.211545
16.21,31,-4.62872,-3.1165,0.211545
16.22,31,-4.61107,-3.1071,0.211545
16.23,31,-4.59341,-3.0977,0.211545
16.24,31,-4.57576,-3.0883,0.211545
16.25,31,-4.55811,-3.0789,0.211545
16.26,31,-4.54046,-3.06949,0.211545
16.27,31,-4.5228,-3.06009,0.211545
16.28,31,-4.50515,-3.05069,0.211545
16.29,31,-4.4875,-3.04129,0.211545
16.3,31,-4.46985,-3.03189,0.211545
16.31,31,-4.45219,-3.02249,0.211545
16.32,31,-4.43454,-3.01309,0.211545
16.33,31,-4.41689,-3.00369,0.211545
16.34,31,-4.39923,-2.99428,0.211545
16.35,31,-4.38158,-2.98488,0.211545
16.36,31,-4.36393,-2.97548,0.211545
16.37,31,-4.34628,-2.96608,0.211545
16.38,31,-4.32862,-2.95668,0.211545
16.39,31,-4.31097,-2.94728,0.211545
16.4,31,-4.29332,-2.93788,0.211545
16.41,31,-4.27567,-2.92848,0.211545
16.42,31,-4.25801,-2.91907,0.211545
16.43,31,-4.24036,-2.90967,0.211545
16.44,31,-4.22271,-2.90027,0.211545
16.45,31,-4.20506,-2.89087,0.211545
16.46,31,-4.1874,-2.88147,0.211545
16.47,31,-4.16975,-2.87207,0.211545
16.48,31,-4.1521,-2.86267,0.211545
16.49,31,-4.13444,-2.85327,0.211545
16.5,31,-4.11679,-2.84386,0.211545
16.51,31,-4.09914,-2.83446,0.211545
16.52,31,-4.08149,-2.82506,0.211545
